,diseases,symptons
5423,Hepatitis E," acute liver failure,  vomiting,  coma,  high fever,  stomach bleeding,  fatigue,  dark urine"
5424,Hepatitis E," acute liver failure,  vomiting,  coma,  high fever,  stomach bleeding,  fatigue,  dark urine"
5425,Alcoholic hepatitis," vomiting,  distention of abdomen,  swelling of stomach,  history of alcohol consumption,  yellowish skin"
5426,Alcoholic hepatitis," vomiting,  distention of abdomen,  swelling of stomach,  history of alcohol consumption,  yellowish skin"
5427,Alcoholic hepatitis," swelling of stomach,  distention of abdomen,  abdominal pain,  fluid overload,  history of alcohol consumption,  vomiting"
5428,Alcoholic hepatitis," swelling of stomach,  distention of abdomen,  abdominal pain,  fluid overload,  history of alcohol consumption,  vomiting"
5429,Alcoholic hepatitis," yellowish skin,  history of alcohol consumption,  swelling of stomach,  fluid overload,  distention of abdomen,  abdominal pain"
5430,Alcoholic hepatitis," yellowish skin,  history of alcohol consumption,  swelling of stomach,  fluid overload,  distention of abdomen,  abdominal pain"
5431,Alcoholic hepatitis," vomiting,  swelling of stomach,  fluid overload,  distention of abdomen,  abdominal pain,  history of alcohol consumption"
5432,Alcoholic hepatitis," vomiting,  swelling of stomach,  fluid overload,  distention of abdomen,  abdominal pain,  history of alcohol consumption"
5433,Alcoholic hepatitis," distention of abdomen,  fluid overload,  history of alcohol consumption,  swelling of stomach,  vomiting"
5434,Alcoholic hepatitis," distention of abdomen,  fluid overload,  history of alcohol consumption,  swelling of stomach,  vomiting"
5435,Alcoholic hepatitis," abdominal pain,  yellowish skin,  fluid overload,  distention of abdomen"
5436,Alcoholic hepatitis," abdominal pain,  yellowish skin,  fluid overload,  distention of abdomen"
5437,Alcoholic hepatitis," abdominal pain,  fluid overload,  history of alcohol consumption,  swelling of stomach"
5438,Alcoholic hepatitis," abdominal pain,  fluid overload,  history of alcohol consumption,  swelling of stomach"
5439,Alcoholic hepatitis," fluid overload,  vomiting,  yellowish skin,  swelling of stomach,  abdominal pain"
5440,Alcoholic hepatitis," fluid overload,  vomiting,  yellowish skin,  swelling of stomach,  abdominal pain"
5441,Alcoholic hepatitis," vomiting,  swelling of stomach,  distention of abdomen,  abdominal pain,  history of alcohol consumption,  yellowish skin"
5442,Alcoholic hepatitis," vomiting,  swelling of stomach,  distention of abdomen,  abdominal pain,  history of alcohol consumption,  yellowish skin"
5443,Alcoholic hepatitis," fluid overload,  abdominal pain,  history of alcohol consumption,  yellowish skin,  swelling of stomach"
5444,Alcoholic hepatitis," fluid overload,  abdominal pain,  history of alcohol consumption,  yellowish skin,  swelling of stomach"
5445,Tuberculosis," chills,  yellowing of eyes,  loss of appetite,  fatigue"
5446,Tuberculosis," chills,  yellowing of eyes,  loss of appetite,  fatigue"
5447,Tuberculosis," chills,  yellowing of eyes,  loss of appetite,  fatigue"
5448,Tuberculosis," chills,  yellowing of eyes,  loss of appetite,  fatigue"
5449,Tuberculosis," chills,  yellowing of eyes,  loss of appetite,  fatigue"
5450,Tuberculosis," vomiting,  loss of appetite,  high fever,  breathlessness,  cough"
5451,Tuberculosis," vomiting,  loss of appetite,  high fever,  breathlessness,  cough"
5452,Tuberculosis," vomiting,  loss of appetite,  high fever,  breathlessness,  cough"
5453,Tuberculosis," vomiting,  loss of appetite,  high fever,  breathlessness,  cough"
5454,Tuberculosis," vomiting,  loss of appetite,  high fever,  breathlessness,  cough"
5455,Tuberculosis," cough,  blood in sputum,  chest pain,  fatigue,  yellowing of eyes,  phlegm"
5456,Tuberculosis," cough,  blood in sputum,  chest pain,  fatigue,  yellowing of eyes,  phlegm"
5457,Tuberculosis," cough,  blood in sputum,  chest pain,  fatigue,  yellowing of eyes,  phlegm"
5458,Tuberculosis," cough,  blood in sputum,  chest pain,  fatigue,  yellowing of eyes,  phlegm"
5459,Tuberculosis," malaise,  weight loss,  chills,  blood in sputum,  cough"
5460,Tuberculosis," malaise,  weight loss,  chills,  blood in sputum,  cough"
5461,Tuberculosis," malaise,  weight loss,  chills,  blood in sputum,  cough"
5462,Tuberculosis," malaise,  weight loss,  chills,  blood in sputum,  cough"
5463,Tuberculosis," high fever,  chest pain,  vomiting,  weight loss,  blood in sputum,  cough,  malaise"
5464,Tuberculosis," high fever,  chest pain,  vomiting,  weight loss,  blood in sputum,  cough,  malaise"
5465,Tuberculosis," high fever,  chest pain,  vomiting,  weight loss,  blood in sputum,  cough,  malaise"
5466,Tuberculosis," high fever,  chest pain,  vomiting,  weight loss,  blood in sputum,  cough,  malaise"
5467,Tuberculosis," vomiting,  sweating,  fatigue,  cough,  high fever,  loss of appetite"
5468,Tuberculosis," vomiting,  sweating,  fatigue,  cough,  high fever,  loss of appetite"
5469,Tuberculosis," vomiting,  sweating,  fatigue,  cough,  high fever,  loss of appetite"
5470,Tuberculosis," vomiting,  sweating,  fatigue,  cough,  high fever,  loss of appetite"
5471,Tuberculosis," weight loss,  vomiting,  loss of appetite,  swelled lymph nodes,  breathlessness,  malaise"
5472,Tuberculosis," weight loss,  vomiting,  loss of appetite,  swelled lymph nodes,  breathlessness,  malaise"
5473,Tuberculosis," weight loss,  vomiting,  loss of appetite,  swelled lymph nodes,  breathlessness,  malaise"
5474,Tuberculosis," weight loss,  vomiting,  loss of appetite,  swelled lymph nodes,  breathlessness,  malaise"
5475,Tuberculosis," blood in sputum,  phlegm,  chest pain,  weight loss,  vomiting,  cough"
5476,Tuberculosis," blood in sputum,  phlegm,  chest pain,  weight loss,  vomiting,  cough"
5477,Tuberculosis," blood in sputum,  phlegm,  chest pain,  weight loss,  vomiting,  cough"
5478,Tuberculosis," blood in sputum,  phlegm,  chest pain,  weight loss,  vomiting,  cough"
5479,Tuberculosis," loss of appetite,  sweating,  fatigue,  swelled lymph nodes"
5480,Tuberculosis," loss of appetite,  sweating,  fatigue,  swelled lymph nodes"
5481,Tuberculosis," loss of appetite,  sweating,  fatigue,  swelled lymph nodes"
5482,Tuberculosis," loss of appetite,  sweating,  fatigue,  swelled lymph nodes"
5483,Tuberculosis," high fever,  swelled lymph nodes,  loss of appetite,  malaise,  cough,  phlegm,  fatigue"
5484,Tuberculosis," high fever,  swelled lymph nodes,  loss of appetite,  malaise,  cough,  phlegm,  fatigue"
5485,Tuberculosis," high fever,  swelled lymph nodes,  loss of appetite,  malaise,  cough,  phlegm,  fatigue"
5486,Tuberculosis," high fever,  swelled lymph nodes,  loss of appetite,  malaise,  cough,  phlegm,  fatigue"
5487,Common Cold," swelled lymph nodes,  runny nose,  redness of eyes,  congestion,  chills"
5488,Common Cold," swelled lymph nodes,  runny nose,  redness of eyes,  congestion,  chills"
5489,Common Cold," swelled lymph nodes,  runny nose,  redness of eyes,  congestion,  chills"
5490,Common Cold," swelled lymph nodes,  runny nose,  redness of eyes,  congestion,  chills"
5491,Common Cold," swelled lymph nodes,  runny nose,  redness of eyes,  congestion,  chills"
5492,Common Cold," malaise,  fatigue,  runny nose,  muscle pain,  chills"
5493,Common Cold," malaise,  fatigue,  runny nose,  muscle pain,  chills"
5494,Common Cold," malaise,  fatigue,  runny nose,  muscle pain,  chills"
5495,Common Cold," malaise,  fatigue,  runny nose,  muscle pain,  chills"
5496,Common Cold," malaise,  fatigue,  runny nose,  muscle pain,  chills"
5497,Common Cold," chest pain,  phlegm,  high fever,  runny nose,  muscle pain,  cough,  loss of smell"
5498,Common Cold," chest pain,  phlegm,  high fever,  runny nose,  muscle pain,  cough,  loss of smell"
5499,Common Cold," chest pain,  phlegm,  high fever,  runny nose,  muscle pain,  cough,  loss of smell"
5500,Common Cold," chest pain,  phlegm,  high fever,  runny nose,  muscle pain,  cough,  loss of smell"
5501,Common Cold," chest pain,  phlegm,  high fever,  runny nose,  muscle pain,  cough,  loss of smell"
5502,Common Cold," muscle pain,  high fever,  congestion,  cough,  continuous sneezing,  fatigue"
5503,Common Cold," muscle pain,  high fever,  congestion,  cough,  continuous sneezing,  fatigue"
5504,Common Cold," muscle pain,  high fever,  congestion,  cough,  continuous sneezing,  fatigue"
5505,Common Cold," muscle pain,  high fever,  congestion,  cough,  continuous sneezing,  fatigue"
5506,Common Cold," muscle pain,  high fever,  congestion,  cough,  continuous sneezing,  fatigue"
5507,Common Cold," swelled lymph nodes,  loss of smell,  throat irritation,  continuous sneezing"
5508,Common Cold," swelled lymph nodes,  loss of smell,  throat irritation,  continuous sneezing"
5509,Common Cold," swelled lymph nodes,  loss of smell,  throat irritation,  continuous sneezing"
5510,Common Cold," swelled lymph nodes,  loss of smell,  throat irritation,  continuous sneezing"
5511,Common Cold," swelled lymph nodes,  loss of smell,  throat irritation,  continuous sneezing"
5512,Common Cold," runny nose,  muscle pain,  throat irritation,  chills,  loss of smell"
5513,Common Cold," runny nose,  muscle pain,  throat irritation,  chills,  loss of smell"
5514,Common Cold," runny nose,  muscle pain,  throat irritation,  chills,  loss of smell"
5515,Common Cold," runny nose,  muscle pain,  throat irritation,  chills,  loss of smell"
5516,Common Cold," runny nose,  muscle pain,  throat irritation,  chills,  loss of smell"
5517,Common Cold," malaise,  fatigue,  continuous sneezing,  phlegm"
5518,Common Cold," malaise,  fatigue,  continuous sneezing,  phlegm"
5519,Common Cold," malaise,  fatigue,  continuous sneezing,  phlegm"
5520,Common Cold," malaise,  fatigue,  continuous sneezing,  phlegm"
5521,Common Cold," malaise,  fatigue,  continuous sneezing,  phlegm"
5522,Common Cold," chest pain,  sinus pressure,  runny nose,  throat irritation,  continuous sneezing,  redness of eyes"
5523,Common Cold," chest pain,  sinus pressure,  runny nose,  throat irritation,  continuous sneezing,  redness of eyes"
5524,Common Cold," chest pain,  sinus pressure,  runny nose,  throat irritation,  continuous sneezing,  redness of eyes"
5525,Common Cold," chest pain,  sinus pressure,  runny nose,  throat irritation,  continuous sneezing,  redness of eyes"
5526,Common Cold," chest pain,  sinus pressure,  runny nose,  throat irritation,  continuous sneezing,  redness of eyes"
5527,Common Cold," sinus pressure,  runny nose,  malaise,  chills"
5528,Common Cold," sinus pressure,  runny nose,  malaise,  chills"
5529,Common Cold," sinus pressure,  runny nose,  malaise,  chills"
5530,Common Cold," sinus pressure,  runny nose,  malaise,  chills"
5531,Common Cold," sinus pressure,  runny nose,  malaise,  chills"
5532,Common Cold," runny nose,  high fever,  sinus pressure,  muscle pain"
5533,Common Cold," runny nose,  high fever,  sinus pressure,  muscle pain"
5534,Common Cold," runny nose,  high fever,  sinus pressure,  muscle pain"
5535,Common Cold," runny nose,  high fever,  sinus pressure,  muscle pain"
5536,Common Cold," runny nose,  high fever,  sinus pressure,  muscle pain"
5537,Pneumonia," malaise,  rusty sputum,  high fever,  breathlessness,  fast heart rate"
5538,Pneumonia," malaise,  rusty sputum,  high fever,  breathlessness,  fast heart rate"
5539,Pneumonia," malaise,  rusty sputum,  high fever,  breathlessness,  fast heart rate"
5540,Pneumonia," malaise,  rusty sputum,  high fever,  breathlessness,  fast heart rate"
5541,Pneumonia," rusty sputum,  cough,  breathlessness,  chest pain,  fast heart rate,  high fever,  fatigue"
5542,Pneumonia," rusty sputum,  cough,  breathlessness,  chest pain,  fast heart rate,  high fever,  fatigue"
5543,Pneumonia," rusty sputum,  cough,  breathlessness,  chest pain,  fast heart rate,  high fever,  fatigue"
5544,Pneumonia," rusty sputum,  cough,  breathlessness,  chest pain,  fast heart rate,  high fever,  fatigue"
5545,Pneumonia," fast heart rate,  cough,  chills,  sweating,  fatigue"
5546,Pneumonia," fast heart rate,  cough,  chills,  sweating,  fatigue"
5547,Pneumonia," fast heart rate,  cough,  chills,  sweating,  fatigue"
5548,Pneumonia," fast heart rate,  cough,  chills,  sweating,  fatigue"
5549,Pneumonia," fast heart rate,  breathlessness,  malaise,  rusty sputum,  cough,  fatigue,  chest pain"
5550,Pneumonia," fast heart rate,  breathlessness,  malaise,  rusty sputum,  cough,  fatigue,  chest pain"
5551,Pneumonia," fast heart rate,  breathlessness,  malaise,  rusty sputum,  cough,  fatigue,  chest pain"
5552,Pneumonia," fast heart rate,  breathlessness,  malaise,  rusty sputum,  cough,  fatigue,  chest pain"
5553,Pneumonia," chest pain,  breathlessness,  sweating,  cough"
5554,Pneumonia," chest pain,  breathlessness,  sweating,  cough"
5555,Pneumonia," chest pain,  breathlessness,  sweating,  cough"
5556,Pneumonia," chest pain,  breathlessness,  sweating,  cough"
5557,Pneumonia," phlegm,  fast heart rate,  breathlessness,  malaise"
5558,Pneumonia," phlegm,  fast heart rate,  breathlessness,  malaise"
5559,Pneumonia," phlegm,  fast heart rate,  breathlessness,  malaise"
5560,Pneumonia," phlegm,  fast heart rate,  breathlessness,  malaise"
5561,Pneumonia," rusty sputum,  chills,  fatigue,  malaise"
5562,Pneumonia," rusty sputum,  chills,  fatigue,  malaise"
5563,Pneumonia," rusty sputum,  chills,  fatigue,  malaise"
5564,Pneumonia," rusty sputum,  chills,  fatigue,  malaise"
5565,Pneumonia," chills,  fatigue,  chest pain,  sweating,  high fever,  rusty sputum,  fast heart rate"
5566,Pneumonia," chills,  fatigue,  chest pain,  sweating,  high fever,  rusty sputum,  fast heart rate"
5567,Pneumonia," chills,  fatigue,  chest pain,  sweating,  high fever,  rusty sputum,  fast heart rate"
5568,Pneumonia," chills,  fatigue,  chest pain,  sweating,  high fever,  rusty sputum,  fast heart rate"
5569,Pneumonia," phlegm,  fatigue,  chills,  chest pain,  malaise,  fast heart rate,  cough"
5570,Pneumonia," phlegm,  fatigue,  chills,  chest pain,  malaise,  fast heart rate,  cough"
5571,Pneumonia," phlegm,  fatigue,  chills,  chest pain,  malaise,  fast heart rate,  cough"
5572,Pneumonia," phlegm,  fatigue,  chills,  chest pain,  malaise,  fast heart rate,  cough"
5573,Pneumonia," cough,  phlegm,  high fever,  chest pain,  fast heart rate,  rusty sputum"
5574,Pneumonia," cough,  phlegm,  high fever,  chest pain,  fast heart rate,  rusty sputum"
5575,Pneumonia," cough,  phlegm,  high fever,  chest pain,  fast heart rate,  rusty sputum"
5576,Pneumonia," cough,  phlegm,  high fever,  chest pain,  fast heart rate,  rusty sputum"
5577,Dimorphic hemmorhoids(piles)," pain in anal region,  constipation,  irritation in anus,  pain during bowel movements,  bloody stool"
5578,Dimorphic hemmorhoids(piles)," pain in anal region,  constipation,  irritation in anus,  pain during bowel movements,  bloody stool"
5579,Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain during bowel movements,  irritation in anus"
5580,Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain during bowel movements,  irritation in anus"
5581,Dimorphic hemmorhoids(piles)," constipation,  irritation in anus,  pain during bowel movements,  bloody stool,  pain in anal region"
5582,Dimorphic hemmorhoids(piles)," constipation,  irritation in anus,  pain during bowel movements,  bloody stool,  pain in anal region"
5583,Dimorphic hemmorhoids(piles)," bloody stool,  pain in anal region,  irritation in anus,  pain during bowel movements"
5584,Dimorphic hemmorhoids(piles)," pain in anal region,  irritation in anus,  bloody stool,  constipation"
5585,Dimorphic hemmorhoids(piles)," bloody stool,  pain during bowel movements,  constipation,  irritation in anus"
5586,Dimorphic hemmorhoids(piles)," pain in anal region,  pain during bowel movements,  irritation in anus,  constipation"
5587,Dimorphic hemmorhoids(piles)," pain during bowel movements,  pain in anal region,  bloody stool,  constipation"
5588,Dimorphic hemmorhoids(piles)," pain in anal region,  irritation in anus,  constipation,  pain during bowel movements,  bloody stool"
5589,Dimorphic hemmorhoids(piles)," pain in anal region,  irritation in anus,  constipation,  pain during bowel movements,  bloody stool"
5590,Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain in anal region,  irritation in anus,  pain during bowel movements"
5591,Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain in anal region,  irritation in anus,  pain during bowel movements"
5592,Heart attack," vomiting,  breathlessness,  chest pain,  sweating"
5593,Heart attack," vomiting,  chest pain,  sweating,  breathlessness"
5594,Heart attack," sweating,  chest pain,  breathlessness"
5595,Heart attack," chest pain,  vomiting,  sweating"
5596,Heart attack," breathlessness,  chest pain,  vomiting"
5597,Heart attack," sweating,  breathlessness,  vomiting"
5598,Heart attack," sweating,  chest pain,  breathlessness,  vomiting"
5599,Heart attack," chest pain,  sweating,  breathlessness"
5600,Heart attack," vomiting,  sweating,  chest pain"
5601,Heart attack," breathlessness,  chest pain,  vomiting"
5602,Varicose veins," swollen blood vessels,  cramps,  fatigue,  obesity,  prominent veins on calf"
5603,Varicose veins," swollen blood vessels,  cramps,  fatigue,  obesity,  prominent veins on calf"
5604,Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity"
5605,Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity"
5606,Varicose veins," obesity,  cramps,  prominent veins on calf,  bruising"
5607,Varicose veins," obesity,  cramps,  prominent veins on calf,  bruising"
5608,Varicose veins," prominent veins on calf,  swollen legs,  bruising,  fatigue,  obesity,  swollen blood vessels"
5609,Varicose veins," prominent veins on calf,  swollen legs,  bruising,  fatigue,  obesity,  swollen blood vessels"
5610,Varicose veins," prominent veins on calf,  obesity,  cramps,  swollen legs,  fatigue"
5611,Varicose veins," prominent veins on calf,  obesity,  cramps,  swollen legs,  fatigue"
5612,Varicose veins," swollen blood vessels,  cramps,  bruising,  fatigue,  prominent veins on calf,  swollen legs"
5613,Varicose veins," swollen blood vessels,  cramps,  bruising,  fatigue,  prominent veins on calf,  swollen legs"
5614,Varicose veins," prominent veins on calf,  fatigue,  swollen blood vessels,  obesity,  bruising,  cramps"
5615,Varicose veins," prominent veins on calf,  fatigue,  swollen blood vessels,  obesity,  bruising,  cramps"
5616,Varicose veins," fatigue,  bruising,  cramps,  prominent veins on calf"
5617,Varicose veins," fatigue,  bruising,  cramps,  prominent veins on calf"
5618,Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity,  fatigue"
5619,Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity,  fatigue"
5620,Varicose veins," bruising,  prominent veins on calf,  fatigue,  obesity,  cramps,  swollen legs"
5621,Varicose veins," bruising,  prominent veins on calf,  fatigue,  obesity,  cramps,  swollen legs"
5622,Hypothyroidism," puffy face and eyes,  mood swings,  cold hands and feets,  dizziness,  brittle nails,  swollen extremeties,  abnormal menstruation"
5623,Hypothyroidism," puffy face and eyes,  mood swings,  cold hands and feets,  dizziness,  brittle nails,  swollen extremeties,  abnormal menstruation"
5624,Hypothyroidism," puffy face and eyes,  mood swings,  cold hands and feets,  dizziness,  brittle nails,  swollen extremeties,  abnormal menstruation"
5625,Hypothyroidism," puffy face and eyes,  mood swings,  cold hands and feets,  dizziness,  brittle nails,  swollen extremeties,  abnormal menstruation"
5626,Hypothyroidism," dizziness,  fatigue,  lethargy,  brittle nails,  irritability,  weight gain"
5627,Hypothyroidism," dizziness,  fatigue,  lethargy,  brittle nails,  irritability,  weight gain"
5628,Hypothyroidism," dizziness,  fatigue,  lethargy,  brittle nails,  irritability,  weight gain"
5629,Hypothyroidism," dizziness,  fatigue,  lethargy,  brittle nails,  irritability,  weight gain"
5630,Hypothyroidism," cold hands and feets,  swollen extremeties,  lethargy,  puffy face and eyes,  abnormal menstruation,  brittle nails"
5631,Hypothyroidism," cold hands and feets,  swollen extremeties,  lethargy,  puffy face and eyes,  abnormal menstruation,  brittle nails"
5632,Hypothyroidism," cold hands and feets,  swollen extremeties,  lethargy,  puffy face and eyes,  abnormal menstruation,  brittle nails"
5633,Hypothyroidism," cold hands and feets,  swollen extremeties,  lethargy,  puffy face and eyes,  abnormal menstruation,  brittle nails"
5634,Hypothyroidism," weight gain,  dizziness,  brittle nails,  depression"
5635,Hypothyroidism," weight gain,  dizziness,  brittle nails,  depression"
5636,Hypothyroidism," weight gain,  dizziness,  brittle nails,  depression"
5637,Hypothyroidism," weight gain,  dizziness,  brittle nails,  depression"
5638,Hypothyroidism," fatigue,  mood swings,  abnormal menstruation,  depression,  puffy face and eyes,  cold hands and feets"
5639,Hypothyroidism," fatigue,  mood swings,  abnormal menstruation,  depression,  puffy face and eyes,  cold hands and feets"
5640,Hypothyroidism," fatigue,  mood swings,  abnormal menstruation,  depression,  puffy face and eyes,  cold hands and feets"
5641,Hypothyroidism," fatigue,  mood swings,  abnormal menstruation,  depression,  puffy face and eyes,  cold hands and feets"
5642,Hypothyroidism," mood swings,  fatigue,  puffy face and eyes,  enlarged thyroid,  depression,  abnormal menstruation,  weight gain"
5643,Hypothyroidism," mood swings,  fatigue,  puffy face and eyes,  enlarged thyroid,  depression,  abnormal menstruation,  weight gain"
5644,Hypothyroidism," mood swings,  fatigue,  puffy face and eyes,  enlarged thyroid,  depression,  abnormal menstruation,  weight gain"
5645,Hypothyroidism," mood swings,  fatigue,  puffy face and eyes,  enlarged thyroid,  depression,  abnormal menstruation,  weight gain"
5646,Hypothyroidism," cold hands and feets,  swollen extremeties,  irritability,  dizziness,  abnormal menstruation,  puffy face and eyes,  brittle nails"
5647,Hypothyroidism," cold hands and feets,  swollen extremeties,  irritability,  dizziness,  abnormal menstruation,  puffy face and eyes,  brittle nails"
5648,Hypothyroidism," cold hands and feets,  swollen extremeties,  irritability,  dizziness,  abnormal menstruation,  puffy face and eyes,  brittle nails"
5649,Hypothyroidism," cold hands and feets,  swollen extremeties,  irritability,  dizziness,  abnormal menstruation,  puffy face and eyes,  brittle nails"
5650,Hypothyroidism," brittle nails,  puffy face and eyes,  cold hands and feets,  enlarged thyroid,  swollen extremeties"
5651,Hypothyroidism," brittle nails,  puffy face and eyes,  cold hands and feets,  enlarged thyroid,  swollen extremeties"
5652,Hypothyroidism," brittle nails,  puffy face and eyes,  cold hands and feets,  enlarged thyroid,  swollen extremeties"
5653,Hypothyroidism," brittle nails,  puffy face and eyes,  cold hands and feets,  enlarged thyroid,  swollen extremeties"
5654,Hypothyroidism," weight gain,  puffy face and eyes,  abnormal menstruation,  fatigue,  depression,  cold hands and feets"
5655,Hypothyroidism," weight gain,  puffy face and eyes,  abnormal menstruation,  fatigue,  depression,  cold hands and feets"
5656,Hypothyroidism," weight gain,  puffy face and eyes,  abnormal menstruation,  fatigue,  depression,  cold hands and feets"
5657,Hypothyroidism," weight gain,  puffy face and eyes,  abnormal menstruation,  fatigue,  depression,  cold hands and feets"
5658,Hypothyroidism," brittle nails,  swollen extremeties,  abnormal menstruation,  irritability,  depression,  fatigue"
5659,Hypothyroidism," brittle nails,  swollen extremeties,  abnormal menstruation,  irritability,  depression,  fatigue"
5660,Hypothyroidism," brittle nails,  swollen extremeties,  abnormal menstruation,  irritability,  depression,  fatigue"
5661,Hypothyroidism," brittle nails,  swollen extremeties,  abnormal menstruation,  irritability,  depression,  fatigue"
5662,Hyperthyroidism," fatigue,  abnormal menstruation,  weight loss,  restlessness"
5663,Hyperthyroidism," fatigue,  abnormal menstruation,  weight loss,  restlessness"
5664,Hyperthyroidism," fatigue,  abnormal menstruation,  weight loss,  restlessness"
5665,Hyperthyroidism," fatigue,  abnormal menstruation,  weight loss,  restlessness"
5666,Hyperthyroidism," irritability,  restlessness,  diarrhoea,  sweating,  abnormal menstruation,  mood swings"
5667,Hyperthyroidism," irritability,  restlessness,  diarrhoea,  sweating,  abnormal menstruation,  mood swings"
5668,Hyperthyroidism," irritability,  restlessness,  diarrhoea,  sweating,  abnormal menstruation,  mood swings"
5669,Hyperthyroidism," irritability,  restlessness,  diarrhoea,  sweating,  abnormal menstruation,  mood swings"
5670,Hyperthyroidism," irritability,  muscle weakness,  fast heart rate,  diarrhoea,  abnormal menstruation,  mood swings,  weight loss"
5671,Hyperthyroidism," irritability,  muscle weakness,  fast heart rate,  diarrhoea,  abnormal menstruation,  mood swings,  weight loss"
5672,Hyperthyroidism," irritability,  muscle weakness,  fast heart rate,  diarrhoea,  abnormal menstruation,  mood swings,  weight loss"
5673,Hyperthyroidism," irritability,  muscle weakness,  fast heart rate,  diarrhoea,  abnormal menstruation,  mood swings,  weight loss"
5674,Hyperthyroidism," restlessness,  sweating,  abnormal menstruation,  diarrhoea,  fatigue,  excessive hunger,  irritability"
5675,Hyperthyroidism," restlessness,  sweating,  abnormal menstruation,  diarrhoea,  fatigue,  excessive hunger,  irritability"
5676,Hyperthyroidism," restlessness,  sweating,  abnormal menstruation,  diarrhoea,  fatigue,  excessive hunger,  irritability"
5677,Hyperthyroidism," restlessness,  sweating,  abnormal menstruation,  diarrhoea,  fatigue,  excessive hunger,  irritability"
5678,Hyperthyroidism," restlessness,  mood swings,  excessive hunger,  fatigue"
5679,Hyperthyroidism," restlessness,  mood swings,  excessive hunger,  fatigue"
5680,Hyperthyroidism," restlessness,  mood swings,  excessive hunger,  fatigue"
5681,Hyperthyroidism," restlessness,  mood swings,  excessive hunger,  fatigue"
5682,Hyperthyroidism," abnormal menstruation,  muscle weakness,  excessive hunger,  diarrhoea,  irritability,  weight loss,  mood swings"
5683,Hyperthyroidism," abnormal menstruation,  muscle weakness,  excessive hunger,  diarrhoea,  irritability,  weight loss,  mood swings"
5684,Hyperthyroidism," abnormal menstruation,  muscle weakness,  excessive hunger,  diarrhoea,  irritability,  weight loss,  mood swings"
5685,Hyperthyroidism," abnormal menstruation,  muscle weakness,  excessive hunger,  diarrhoea,  irritability,  weight loss,  mood swings"
5686,Hyperthyroidism," weight loss,  excessive hunger,  abnormal menstruation,  fast heart rate,  muscle weakness,  irritability"
5687,Hyperthyroidism," weight loss,  excessive hunger,  abnormal menstruation,  fast heart rate,  muscle weakness,  irritability"
5688,Hyperthyroidism," weight loss,  excessive hunger,  abnormal menstruation,  fast heart rate,  muscle weakness,  irritability"
5689,Hyperthyroidism," weight loss,  excessive hunger,  abnormal menstruation,  fast heart rate,  muscle weakness,  irritability"
5690,Hyperthyroidism," mood swings,  fatigue,  irritability,  fast heart rate,  muscle weakness"
5691,Hyperthyroidism," mood swings,  fatigue,  irritability,  fast heart rate,  muscle weakness"
5692,Hyperthyroidism," mood swings,  fatigue,  irritability,  fast heart rate,  muscle weakness"
5693,Hyperthyroidism," mood swings,  fatigue,  irritability,  fast heart rate,  muscle weakness"
5694,Hyperthyroidism," weight loss,  abnormal menstruation,  fatigue,  excessive hunger"
5695,Hyperthyroidism," weight loss,  abnormal menstruation,  fatigue,  excessive hunger"
5696,Hyperthyroidism," weight loss,  abnormal menstruation,  fatigue,  excessive hunger"
5697,Hyperthyroidism," weight loss,  abnormal menstruation,  fatigue,  excessive hunger"
5698,Hyperthyroidism," irritability,  fatigue,  restlessness,  mood swings,  weight loss,  sweating"
5699,Hyperthyroidism," irritability,  fatigue,  restlessness,  mood swings,  weight loss,  sweating"
5700,Hyperthyroidism," irritability,  fatigue,  restlessness,  mood swings,  weight loss,  sweating"
5701,Hyperthyroidism," irritability,  fatigue,  restlessness,  mood swings,  weight loss,  sweating"
5702,Hypoglycemia," sweating,  palpitations,  blurred and distorted vision,  irritability"
5703,Hypoglycemia," sweating,  palpitations,  blurred and distorted vision,  irritability"
5704,Hypoglycemia," sweating,  palpitations,  blurred and distorted vision,  irritability"
5705,Hypoglycemia," sweating,  palpitations,  blurred and distorted vision,  irritability"
5706,Hypoglycemia," fatigue,  nausea,  sweating,  slurred speech,  irritability,  anxiety"
5707,Hypoglycemia," fatigue,  nausea,  sweating,  slurred speech,  irritability,  anxiety"
5708,Hypoglycemia," fatigue,  nausea,  sweating,  slurred speech,  irritability,  anxiety"
5709,Hypoglycemia," fatigue,  nausea,  sweating,  slurred speech,  irritability,  anxiety"
5710,Hypoglycemia," slurred speech,  nausea,  drying and tingling lips,  irritability,  palpitations,  headache,  sweating"
5711,Hypoglycemia," slurred speech,  nausea,  drying and tingling lips,  irritability,  palpitations,  headache,  sweating"
5712,Hypoglycemia," slurred speech,  nausea,  drying and tingling lips,  irritability,  palpitations,  headache,  sweating"
5713,Hypoglycemia," slurred speech,  nausea,  drying and tingling lips,  irritability,  palpitations,  headache,  sweating"
5714,Hypoglycemia," excessive hunger,  palpitations,  anxiety,  irritability"
